Year,LapNumber,LapTimeSeconds,Compound,Circuit,Driver,TrackLengthM,TyreLife,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,LapTimePerKm
2024,14.0,79.723,MEDIUM,monaco,VER,3337,13.0,,,,,,,,,23.890620317650583
2024,18.0,79.58,MEDIUM,monaco,VER,3337,17.0,,,,,,,,,23.84776745579862
2024,23.0,78.979,MEDIUM,monaco,VER,3337,22.0,,,,,,,,,23.667665567875336
2024,24.0,79.364,MEDIUM,monaco,VER,3337,23.0,,,,,,,,,23.783038657476776
2024,25.0,79.38,MEDIUM,monaco,VER,3337,24.0,,,,,,,,,23.78783338327839
2024,26.0,78.818,MEDIUM,monaco,VER,3337,25.0,,,,,,,,,23.61941863949655
2024,27.0,78.797,MEDIUM,monaco,VER,3337,26.0,,,,,,,,,23.613125561881926
2024,28.0,78.682,MEDIUM,monaco,VER,3337,27.0,,,,,,,,,23.5786634701828
2024,29.0,78.795,MEDIUM,monaco,VER,3337,28.0,,,,,,,,,23.612526221156728
2024,30.0,78.574,MEDIUM,monaco,VER,3337,29.0,,,,,,,,,23.546299071021874
2024,31.0,78.564,MEDIUM,monaco,VER,3337,30.0,,,,,,,,,23.54330236739586
2024,32.0,78.983,MEDIUM,monaco,VER,3337,31.0,,,,,,,,,23.668864249325743
2024,33.0,79.005,MEDIUM,monaco,VER,3337,32.0,,,,,,,,,23.675456997302962
2024,34.0,79.594,MEDIUM,monaco,VER,3337,33.0,,,,,,,,,23.851962840875036
2024,36.0,79.634,MEDIUM,monaco,VER,3337,35.0,,,,,,,,,23.86394965537908
2024,37.0,79.429,MEDIUM,monaco,VER,3337,36.0,,,,,,,,,23.802517231045847
2024,38.0,78.844,MEDIUM,monaco,VER,3337,37.0,,,,,,,,,23.62721006892418
2024,39.0,78.326,MEDIUM,monaco,VER,3337,38.0,,,,,,,,,23.47198082109679
2024,40.0,78.409,MEDIUM,monaco,VER,3337,39.0,,,,,,,,,23.49685346119269
2024,41.0,78.083,MEDIUM,monaco,VER,3337,40.0,,,,,,,,,23.399160922984716
2024,42.0,78.074,MEDIUM,monaco,VER,3337,41.0,,,,,,,,,23.396463889721304
2024,43.0,78.358,MEDIUM,monaco,VER,3337,42.0,,,,,,,,,23.48157027270003
2024,44.0,78.405,MEDIUM,monaco,VER,3337,43.0,,,,,,,,,23.49565477974228
2024,45.0,78.313,MEDIUM,monaco,VER,3337,44.0,,,,,,,,,23.46808510638298
2024,46.0,78.203,MEDIUM,monaco,VER,3337,45.0,,,,,,,,,23.435121366496855
2024,47.0,78.537,MEDIUM,monaco,VER,3337,46.0,,,,,,,,,23.535211267605636
2024,48.0,78.337,MEDIUM,monaco,VER,3337,47.0,,,,,,,,,23.475277195085404
2024,49.0,78.477,MEDIUM,monaco,VER,3337,48.0,,,,,,,,,23.517231045849567
2024,50.0,78.88,MEDIUM,monaco,VER,3337,49.0,,,,,,,,,23.637998201977823
2024,51.0,78.142,MEDIUM,monaco,VER,3337,50.0,,,,,,,,,23.41684147437818
2024,53.0,78.724,HARD,monaco,VER,3337,2.0,,,,,,,,,23.591249625412047
2024,54.0,75.815,HARD,monaco,VER,3337,3.0,,,,,,,,,22.719508540605332
2024,55.0,75.398,HARD,monaco,VER,3337,4.0,,,,,,,,,22.59454599940066
2024,56.0,75.466,HARD,monaco,VER,3337,5.0,,,,,,,,,22.614923584057532
2024,57.0,76.181,HARD,monaco,VER,3337,6.0,,,,,,,,,22.82918789331735
2024,58.0,74.569,HARD,monaco,VER,3337,7.0,,,,,,,,,22.346119268804316
2024,59.0,74.748,HARD,monaco,VER,3337,8.0,,,,,,,,,22.39976026370992
2024,60.0,75.238,HARD,monaco,VER,3337,9.0,,,,,,,,,22.546598741384475
2024,61.0,75.121,HARD,monaco,VER,3337,10.0,,,,,,,,,22.51153730896014
2024,62.0,76.561,HARD,monaco,VER,3337,11.0,,,,,,,,,22.943062631105786
2024,63.0,76.547,HARD,monaco,VER,3337,12.0,,,,,,,,,22.938867246029364
2024,64.0,76.619,HARD,monaco,VER,3337,13.0,,,,,,,,,22.96044351213665
2024,65.0,75.468,HARD,monaco,VER,3337,14.0,,,,,,,,,22.615522924782738
2024,66.0,76.121,HARD,monaco,VER,3337,15.0,,,,,,,,,22.81120767156128
2024,67.0,76.276,HARD,monaco,VER,3337,16.0,,,,,,,,,22.857656577764455
2024,68.0,75.954,HARD,monaco,VER,3337,17.0,,,,,,,,,22.76116272100689
2024,69.0,75.463,HARD,monaco,VER,3337,18.0,,,,,,,,,22.61402457296973
2024,70.0,75.449,HARD,monaco,VER,3337,19.0,,,,,,,,,22.609829187893315
2024,71.0,75.659,HARD,monaco,VER,3337,20.0,,,,,,,,,22.672759964039557
2024,72.0,75.733,HARD,monaco,VER,3337,21.0,,,,,,,,,22.69493557087204
2024,73.0,75.436,HARD,monaco,VER,3337,22.0,,,,,,,,,22.605933473179505
2024,74.0,75.38,HARD,monaco,VER,3337,23.0,,,,,,,,,22.589151932873836
2024,75.0,75.396,HARD,monaco,VER,3337,24.0,,,,,,,,,22.593946658675456
2024,76.0,75.641,HARD,monaco,VER,3337,25.0,,,,,,,,,22.667365897512735
2024,77.0,75.543,HARD,monaco,VER,3337,26.0,,,,,,,,,22.637998201977826
2024,78.0,76.248,HARD,monaco,VER,3337,27.0,,,,,,,,,22.849265807611626
2024,7.0,80.828,HARD,monaco,NOR,3337,7.0,,,,,,,,,24.221756068324844
2024,8.0,80.82,HARD,monaco,NOR,3337,8.0,,,,,,,,,24.219358705424032
2024,9.0,80.397,HARD,monaco,NOR,3337,9.0,,,,,,,,,24.09259814204375
2024,10.0,80.972,HARD,monaco,NOR,3337,10.0,,,,,,,,,24.264908600539403
2024,11.0,80.87,HARD,monaco,NOR,3337,11.0,,,,,,,,,24.23434222355409
2024,12.0,79.933,HARD,monaco,NOR,3337,12.0,,,,,,,,,23.953551093796825
2024,13.0,79.82,HARD,monaco,NOR,3337,13.0,,,,,,,,,23.91968834282289
2024,14.0,79.385,HARD,monaco,NOR,3337,14.0,,,,,,,,,23.789331735091398
2024,15.0,79.775,HARD,monaco,NOR,3337,15.0,,,,,,,,,23.906203176505844
2024,16.0,79.637,HARD,monaco,NOR,3337,16.0,,,,,,,,,23.864848666466884
2024,17.0,80.337,HARD,monaco,NOR,3337,17.0,,,,,,,,,24.074617920287682
2024,18.0,79.398,HARD,monaco,NOR,3337,18.0,,,,,,,,,23.79322744980521
2024,19.0,79.28,HARD,monaco,NOR,3337,19.0,,,,,,,,,23.75786634701828
2024,20.0,79.043,HARD,monaco,NOR,3337,20.0,,,,,,,,,23.68684447108181
2024,21.0,78.983,HARD,monaco,NOR,3337,21.0,,,,,,,,,23.668864249325743
2024,22.0,78.981,HARD,monaco,NOR,3337,22.0,,,,,,,,,23.668264908600538
2024,23.0,79.194,HARD,monaco,NOR,3337,23.0,,,,,,,,,23.732094695834583
2024,24.0,78.699,HARD,monaco,NOR,3337,24.0,,,,,,,,,23.583757866347018
2024,25.0,78.64,HARD,monaco,NOR,3337,25.0,,,,,,,,,23.56607731495355
2024,26.0,78.396,HARD,monaco,NOR,3337,26.0,,,,,,,,,23.492957746478872
2024,27.0,78.72,HARD,monaco,NOR,3337,27.0,,,,,,,,,23.59005094396164
2024,28.0,79.238,HARD,monaco,NOR,3337,28.0,,,,,,,,,23.745280191789032
2024,29.0,78.766,HARD,monaco,NOR,3337,29.0,,,,,,,,,23.603835780641294
2024,30.0,78.403,HARD,monaco,NOR,3337,30.0,,,,,,,,,23.495055439017083
2024,31.0,78.78,HARD,monaco,NOR,3337,31.0,,,,,,,,,23.60803116571771
2024,32.0,79.538,HARD,monaco,NOR,3337,32.0,,,,,,,,,23.83518130056937
2024,33.0,79.233,HARD,monaco,NOR,3337,33.0,,,,,,,,,23.743781839976027
2024,34.0,79.243,HARD,monaco,NOR,3337,34.0,,,,,,,,,23.746778543602034
2024,35.0,78.714,HARD,monaco,NOR,3337,35.0,,,,,,,,,23.588252921786033
2024,36.0,78.582,HARD,monaco,NOR,3337,36.0,,,,,,,,,23.548696433922682
2024,37.0,77.958,HARD,monaco,NOR,3337,37.0,,,,,,,,,23.361702127659573
2024,38.0,77.994,HARD,monaco,NOR,3337,38.0,,,,,,,,,23.372490260713214
2024,39.0,78.303,HARD,monaco,NOR,3337,39.0,,,,,,,,,23.465088402756965
2024,40.0,78.824,HARD,monaco,NOR,3337,40.0,,,,,,,,,23.621216661672157
2024,41.0,78.519,HARD,monaco,NOR,3337,41.0,,,,,,,,,23.529817201078814
2024,42.0,79.436,HARD,monaco,NOR,3337,42.0,,,,,,,,,23.804614923584058
2024,43.0,79.796,HARD,monaco,NOR,3337,43.0,,,,,,,,,23.91249625412047
2024,44.0,78.906,HARD,monaco,NOR,3337,44.0,,,,,,,,,23.645789631405453
2024,45.0,77.897,HARD,monaco,NOR,3337,45.0,,,,,,,,,23.343422235540906
2024,46.0,78.215,HARD,monaco,NOR,3337,46.0,,,,,,,,,23.438717410848067
2024,47.0,78.141,HARD,monaco,NOR,3337,47.0,,,,,,,,,23.416541804015583
2024,48.0,77.975,HARD,monaco,NOR,3337,48.0,,,,,,,,,23.36679652382379
2024,49.0,78.177,HARD,monaco,NOR,3337,49.0,,,,,,,,,23.427329937069224
2024,50.0,78.218,HARD,monaco,NOR,3337,50.0,,,,,,,,,23.43961642193587
2024,51.0,77.772,HARD,monaco,NOR,3337,51.0,,,,,,,,,23.305963440215763
2024,52.0,78.223,HARD,monaco,NOR,3337,52.0,,,,,,,,,23.441114773748875
2024,53.0,77.57,HARD,monaco,NOR,3337,53.0,,,,,,,,,23.24543002697033
2024,54.0,77.838,HARD,monaco,NOR,3337,54.0,,,,,,,,,23.325741684147435
2024,55.0,78.382,HARD,monaco,NOR,3337,55.0,,,,,,,,,23.488762361402458
2024,56.0,78.155,HARD,monaco,NOR,3337,56.0,,,,,,,,,23.420737189091998
2024,57.0,77.815,HARD,monaco,NOR,3337,57.0,,,,,,,,,23.31884926580761
2024,58.0,77.395,HARD,monaco,NOR,3337,58.0,,,,,,,,,23.19298771351513
2024,59.0,77.122,HARD,monaco,NOR,3337,59.0,,,,,,,,,23.111177704525023
2024,60.0,76.695,HARD,monaco,NOR,3337,60.0,,,,,,,,,22.98321845969433
2024,61.0,77.614,HARD,monaco,NOR,3337,61.0,,,,,,,,,23.25861552292478
2024,62.0,76.026,HARD,monaco,NOR,3337,62.0,,,,,,,,,22.782738987114172
2024,63.0,76.876,HARD,monaco,NOR,3337,63.0,,,,,,,,,23.037458795325144
2024,64.0,75.742,HARD,monaco,NOR,3337,64.0,,,,,,,,,22.69763260413545
2024,65.0,77.143,HARD,monaco,NOR,3337,65.0,,,,,,,,,23.117470782139645
2024,66.0,76.214,HARD,monaco,NOR,3337,66.0,,,,,,,,,22.839077015283188
2024,67.0,76.115,HARD,monaco,NOR,3337,67.0,,,,,,,,,22.809409649385675
2024,68.0,76.172,HARD,monaco,NOR,3337,68.0,,,,,,,,,22.826490860053937
2024,69.0,76.314,HARD,monaco,NOR,3337,69.0,,,,,,,,,22.8690440515433
2024,70.0,77.213,HARD,monaco,NOR,3337,70.0,,,,,,,,,23.138447707521724
2024,71.0,76.609,HARD,monaco,NOR,3337,71.0,,,,,,,,,22.957446808510635
2024,72.0,76.801,HARD,monaco,NOR,3337,72.0,,,,,,,,,23.014983518130055
2024,73.0,76.285,HARD,monaco,NOR,3337,73.0,,,,,,,,,22.86035361102787
2024,74.0,76.429,HARD,monaco,NOR,3337,74.0,,,,,,,,,22.90350614324243
2024,75.0,76.517,HARD,monaco,NOR,3337,75.0,,,,,,,,,22.92987713515133
2024,76.0,76.671,HARD,monaco,NOR,3337,76.0,,,,,,,,,22.97602637099191
2024,77.0,76.512,HARD,monaco,NOR,3337,77.0,,,,,,,,,22.928378783338328
2024,78.0,77.296,HARD,monaco,NOR,3337,78.0,,,,,,,,,23.16332034761762
2024,12.0,80.316,MEDIUM,monaco,RUS,3337,11.0,,,,,,,,,24.06832484267306
2024,14.0,80.272,MEDIUM,monaco,RUS,3337,13.0,,,,,,,,,24.055139346718608
2024,15.0,80.202,MEDIUM,monaco,RUS,3337,14.0,,,,,,,,,24.03416242133653
2024,16.0,79.913,MEDIUM,monaco,RUS,3337,15.0,,,,,,,,,23.947557686544798
2024,17.0,80.15,MEDIUM,monaco,RUS,3337,16.0,,,,,,,,,24.01857956248127
2024,18.0,79.438,MEDIUM,monaco,RUS,3337,17.0,,,,,,,,,23.80521426430926
2024,19.0,80.157,MEDIUM,monaco,RUS,3337,18.0,,,,,,,,,24.020677255019475
2024,20.0,80.053,MEDIUM,monaco,RUS,3337,19.0,,,,,,,,,23.989511537308957
2024,21.0,79.788,MEDIUM,monaco,RUS,3337,20.0,,,,,,,,,23.910098891219658
2024,22.0,79.691,MEDIUM,monaco,RUS,3337,21.0,,,,,,,,,23.881030866047347
2024,23.0,79.397,MEDIUM,monaco,RUS,3337,22.0,,,,,,,,,23.792927779442614
2024,24.0,79.484,MEDIUM,monaco,RUS,3337,23.0,,,,,,,,,23.818999100988908
2024,25.0,78.651,MEDIUM,monaco,RUS,3337,24.0,,,,,,,,,23.56937368894216
2024,26.0,79.006,MEDIUM,monaco,RUS,3337,25.0,,,,,,,,,23.675756667665567
2024,27.0,78.927,MEDIUM,monaco,RUS,3337,26.0,,,,,,,,,23.65208270902008
2024,28.0,78.679,MEDIUM,monaco,RUS,3337,27.0,,,,,,,,,23.577764459094993
2024,29.0,78.624,MEDIUM,monaco,RUS,3337,28.0,,,,,,,,,23.56128258915193
2024,30.0,78.811,MEDIUM,monaco,RUS,3337,29.0,,,,,,,,,23.617320946958348
2024,31.0,79.101,MEDIUM,monaco,RUS,3337,30.0,,,,,,,,,23.704225352112676
2024,32.0,79.122,MEDIUM,monaco,RUS,3337,31.0,,,,,,,,,23.710518429727298
2024,33.0,78.91,MEDIUM,monaco,RUS,3337,32.0,,,,,,,,,23.646988312855857
2024,34.0,79.379,MEDIUM,monaco,RUS,3337,33.0,,,,,,,,,23.787533712915792
2024,35.0,80.448,MEDIUM,monaco,RUS,3337,34.0,,,,,,,,,24.107881330536408
2024,36.0,79.728,MEDIUM,monaco,RUS,3337,35.0,,,,,,,,,23.89211866946359
2024,37.0,78.757,MEDIUM,monaco,RUS,3337,36.0,,,,,,,,,23.601138747377885
2024,38.0,78.446,MEDIUM,monaco,RUS,3337,37.0,,,,,,,,,23.507941264608927
2024,39.0,78.45,MEDIUM,monaco,RUS,3337,38.0,,,,,,,,,23.509139946059335
2024,40.0,78.139,MEDIUM,monaco,RUS,3337,39.0,,,,,,,,,23.415942463290378
2024,41.0,78.308,MEDIUM,monaco,RUS,3337,40.0,,,,,,,,,23.466586754569974
2024,42.0,78.204,MEDIUM,monaco,RUS,3337,41.0,,,,,,,,,23.435421036859452
2024,43.0,78.684,MEDIUM,monaco,RUS,3337,42.0,,,,,,,,,23.579262810908
2024,44.0,78.177,MEDIUM,monaco,RUS,3337,43.0,,,,,,,,,23.427329937069224
2024,45.0,78.449,MEDIUM,monaco,RUS,3337,44.0,,,,,,,,,23.50884027569673
2024,46.0,78.387,MEDIUM,monaco,RUS,3337,45.0,,,,,,,,,23.490260713215463
2024,47.0,78.314,MEDIUM,monaco,RUS,3337,46.0,,,,,,,,,23.468384776745577
2024,48.0,78.702,MEDIUM,monaco,RUS,3337,47.0,,,,,,,,,23.58465687743482
2024,49.0,78.985,MEDIUM,monaco,RUS,3337,48.0,,,,,,,,,23.669463590050942
2024,50.0,78.447,MEDIUM,monaco,RUS,3337,49.0,,,,,,,,,23.508240934971532
2024,51.0,78.049,MEDIUM,monaco,RUS,3337,50.0,,,,,,,,,23.388972130656278
2024,52.0,78.602,MEDIUM,monaco,RUS,3337,51.0,,,,,,,,,23.554689841174707
2024,54.0,78.201,MEDIUM,monaco,RUS,3337,53.0,,,,,,,,,23.43452202577165
2024,55.0,77.305,MEDIUM,monaco,RUS,3337,54.0,,,,,,,,,23.16601738088103
2024,56.0,77.071,MEDIUM,monaco,RUS,3337,55.0,,,,,,,,,23.095894516032363
2024,57.0,76.91,MEDIUM,monaco,RUS,3337,56.0,,,,,,,,,23.04764758765358
2024,58.0,77.142,MEDIUM,monaco,RUS,3337,57.0,,,,,,,,,23.117171111777044
2024,59.0,76.842,MEDIUM,monaco,RUS,3337,58.0,,,,,,,,,23.0272700029967
2024,60.0,76.604,MEDIUM,monaco,RUS,3337,59.0,,,,,,,,,22.95594845669763
2024,61.0,76.697,MEDIUM,monaco,RUS,3337,60.0,,,,,,,,,22.983817800419537
2024,62.0,76.787,MEDIUM,monaco,RUS,3337,61.0,,,,,,,,,23.01078813305364
2024,63.0,76.581,MEDIUM,monaco,RUS,3337,62.0,,,,,,,,,22.949056038357806
2024,64.0,76.133,MEDIUM,monaco,RUS,3337,63.0,,,,,,,,,22.814803715912493
2024,65.0,75.651,MEDIUM,monaco,RUS,3337,64.0,,,,,,,,,22.670362601138745
2024,66.0,75.848,MEDIUM,monaco,RUS,3337,65.0,,,,,,,,,22.72939766257117
2024,67.0,76.157,MEDIUM,monaco,RUS,3337,66.0,,,,,,,,,22.82199580461492
2024,68.0,75.931,MEDIUM,monaco,RUS,3337,67.0,,,,,,,,,22.754270302667063
2024,69.0,75.869,MEDIUM,monaco,RUS,3337,68.0,,,,,,,,,22.735690740185795
2024,70.0,75.251,MEDIUM,monaco,RUS,3337,69.0,,,,,,,,,22.550494456098292
2024,71.0,75.827,MEDIUM,monaco,RUS,3337,70.0,,,,,,,,,22.723104584956545
2024,72.0,75.839,MEDIUM,monaco,RUS,3337,71.0,,,,,,,,,22.72670062930776
2024,73.0,75.228,MEDIUM,monaco,RUS,3337,72.0,,,,,,,,,22.54360203775846
2024,74.0,75.376,MEDIUM,monaco,RUS,3337,73.0,,,,,,,,,22.587953251423436
2024,75.0,75.525,MEDIUM,monaco,RUS,3337,74.0,,,,,,,,,22.632604135451004
2024,76.0,75.753,MEDIUM,monaco,RUS,3337,75.0,,,,,,,,,22.70092897812406
2024,77.0,75.532,MEDIUM,monaco,RUS,3337,76.0,,,,,,,,,22.63470182798921
2024,78.0,76.303,MEDIUM,monaco,RUS,3337,77.0,,,,,,,,,22.865747677554687
2024,14.0,79.48,HARD,monaco,SAI,3337,13.0,,,,,,,,,23.817800419538507
2024,15.0,79.543,HARD,monaco,SAI,3337,14.0,,,,,,,,,23.83667965238238
2024,18.0,79.177,HARD,monaco,SAI,3337,17.0,,,,,,,,,23.72700029967036
2024,19.0,79.445,HARD,monaco,SAI,3337,18.0,,,,,,,,,23.807311956847464
2024,20.0,79.403,HARD,monaco,SAI,3337,19.0,,,,,,,,,23.79472580161822
2024,21.0,78.917,HARD,monaco,SAI,3337,20.0,,,,,,,,,23.649086005394064
2024,22.0,78.889,HARD,monaco,SAI,3337,21.0,,,,,,,,,23.640695235241232
2024,23.0,78.993,HARD,monaco,SAI,3337,22.0,,,,,,,,,23.67186095295175
2024,24.0,78.568,HARD,monaco,SAI,3337,23.0,,,,,,,,,23.544501048846268
2024,25.0,78.537,HARD,monaco,SAI,3337,24.0,,,,,,,,,23.535211267605636
2024,26.0,78.088,HARD,monaco,SAI,3337,25.0,,,,,,,,,23.400659274797718
2024,27.0,79.49,HARD,monaco,SAI,3337,26.0,,,,,,,,,23.820797123164517
2024,28.0,79.281,HARD,monaco,SAI,3337,27.0,,,,,,,,,23.75816601738088
2024,29.0,78.697,HARD,monaco,SAI,3337,28.0,,,,,,,,,23.583158525621815
2024,30.0,77.326,HARD,monaco,SAI,3337,29.0,,,,,,,,,23.17231045849565
2024,31.0,79.784,HARD,monaco,SAI,3337,30.0,,,,,,,,,23.908900209769254
2024,33.0,78.778,HARD,monaco,SAI,3337,32.0,,,,,,,,,23.60743182499251
2024,34.0,79.013,HARD,monaco,SAI,3337,33.0,,,,,,,,,23.677854360203774
2024,35.0,78.465,HARD,monaco,SAI,3337,34.0,,,,,,,,,23.51363500149835
2024,36.0,79.275,HARD,monaco,SAI,3337,35.0,,,,,,,,,23.756367995205274
2024,37.0,77.577,HARD,monaco,SAI,3337,36.0,,,,,,,,,23.24752771950854
2024,38.0,78.412,HARD,monaco,SAI,3337,37.0,,,,,,,,,23.497752472280492
2024,39.0,78.31,HARD,monaco,SAI,3337,38.0,,,,,,,,,23.467186095295176
2024,40.0,78.653,HARD,monaco,SAI,3337,39.0,,,,,,,,,23.569973029667366
2024,41.0,78.714,HARD,monaco,SAI,3337,40.0,,,,,,,,,23.588252921786033
2024,42.0,79.171,HARD,monaco,SAI,3337,41.0,,,,,,,,,23.725202277494756
2024,43.0,79.594,HARD,monaco,SAI,3337,42.0,,,,,,,,,23.851962840875036
2024,44.0,78.762,HARD,monaco,SAI,3337,43.0,,,,,,,,,23.60263709919089
2024,45.0,77.885,HARD,monaco,SAI,3337,44.0,,,,,,,,,23.33982619118969
2024,46.0,78.731,HARD,monaco,SAI,3337,45.0,,,,,,,,,23.59334731795025
2024,47.0,78.141,HARD,monaco,SAI,3337,46.0,,,,,,,,,23.416541804015583
2024,48.0,77.894,HARD,monaco,SAI,3337,47.0,,,,,,,,,23.342523224453103
2024,49.0,78.259,HARD,monaco,SAI,3337,48.0,,,,,,,,,23.451902906802516
2024,50.0,78.545,HARD,monaco,SAI,3337,49.0,,,,,,,,,23.53760863050644
2024,51.0,77.528,HARD,monaco,SAI,3337,50.0,,,,,,,,,23.232843871741085
2024,52.0,78.094,HARD,monaco,SAI,3337,51.0,,,,,,,,,23.402457296973328
2024,53.0,77.759,HARD,monaco,SAI,3337,52.0,,,,,,,,,23.302067725501946
2024,54.0,77.742,HARD,monaco,SAI,3337,53.0,,,,,,,,,23.296973329337728
2024,55.0,78.661,HARD,monaco,SAI,3337,54.0,,,,,,,,,23.572370392568175
2024,56.0,78.119,HARD,monaco,SAI,3337,55.0,,,,,,,,,23.409949056038357
2024,57.0,77.599,HARD,monaco,SAI,3337,56.0,,,,,,,,,23.254120467485766
2024,58.0,77.501,HARD,monaco,SAI,3337,57.0,,,,,,,,,23.224752771950854
2024,59.0,77.134,HARD,monaco,SAI,3337,58.0,,,,,,,,,23.114773748876235
2024,60.0,75.159,HARD,monaco,SAI,3337,59.0,,,,,,,,,22.522924782738986
2024,61.0,79.046,HARD,monaco,SAI,3337,60.0,,,,,,,,,23.687743482169616
2024,62.0,74.726,HARD,monaco,SAI,3337,61.0,,,,,,,,,22.393167515732692
2024,63.0,78.207,HARD,monaco,SAI,3337,62.0,,,,,,,,,23.436320047947255
2024,64.0,74.813,HARD,monaco,SAI,3337,63.0,,,,,,,,,22.419238837278993
2024,65.0,78.137,HARD,monaco,SAI,3337,64.0,,,,,,,,,23.415343122565176
2024,66.0,75.409,HARD,monaco,SAI,3337,65.0,,,,,,,,,22.597842373389273
2024,67.0,76.847,HARD,monaco,SAI,3337,66.0,,,,,,,,,23.028768354809706
2024,68.0,75.595,HARD,monaco,SAI,3337,67.0,,,,,,,,,22.653581060833083
2024,69.0,76.218,HARD,monaco,SAI,3337,68.0,,,,,,,,,22.840275696733592
2024,70.0,77.117,HARD,monaco,SAI,3337,69.0,,,,,,,,,23.109679352712018
2024,71.0,77.214,HARD,monaco,SAI,3337,70.0,,,,,,,,,23.138747377884325
2024,72.0,76.785,HARD,monaco,SAI,3337,71.0,,,,,,,,,23.010188792328435
2024,73.0,76.417,HARD,monaco,SAI,3337,72.0,,,,,,,,,22.89991009889122
2024,74.0,76.063,HARD,monaco,SAI,3337,73.0,,,,,,,,,22.793826790530417
2024,75.0,76.905,HARD,monaco,SAI,3337,74.0,,,,,,,,,23.046149235840574
2024,76.0,76.328,HARD,monaco,SAI,3337,75.0,,,,,,,,,22.873239436619716
2024,77.0,76.701,HARD,monaco,SAI,3337,76.0,,,,,,,,,22.98501648186994
2024,78.0,77.072,HARD,monaco,SAI,3337,77.0,,,,,,,,,23.096194186394964
2023,2.0,79.367,MEDIUM,monaco,VER,3337,2.0,,,,,,,,,23.78393766856458
2023,3.0,79.074,MEDIUM,monaco,VER,3337,3.0,,,,,,,,,23.696134252322445
2023,4.0,78.129,MEDIUM,monaco,VER,3337,4.0,,,,,,,,,23.41294575966437
2023,5.0,78.019,MEDIUM,monaco,VER,3337,5.0,,,,,,,,,23.379982019778243
2023,6.0,77.64,MEDIUM,monaco,VER,3337,6.0,,,,,,,,,23.266406952352412
2023,7.0,77.633,MEDIUM,monaco,VER,3337,7.0,,,,,,,,,23.2643092598142
2023,8.0,77.397,MEDIUM,monaco,VER,3337,8.0,,,,,,,,,23.193587054240336
2023,9.0,77.031,MEDIUM,monaco,VER,3337,9.0,,,,,,,,,23.083907701528318
2023,10.0,77.084,MEDIUM,monaco,VER,3337,10.0,,,,,,,,,23.09979023074618
2023,11.0,76.858,MEDIUM,monaco,VER,3337,11.0,,,,,,,,,23.03206472879832
2023,12.0,76.993,MEDIUM,monaco,VER,3337,12.0,,,,,,,,,23.07252022774947
2023,13.0,77.434,MEDIUM,monaco,VER,3337,13.0,,,,,,,,,23.204674857656574
2023,14.0,77.065,MEDIUM,monaco,VER,3337,14.0,,,,,,,,,23.094096493856757
2023,15.0,77.079,MEDIUM,monaco,VER,3337,15.0,,,,,,,,,23.09829187893317
2023,16.0,76.824,MEDIUM,monaco,VER,3337,16.0,,,,,,,,,23.021875936469883
2023,17.0,76.86,MEDIUM,monaco,VER,3337,17.0,,,,,,,,,23.032664069523523
2023,18.0,76.712,MEDIUM,monaco,VER,3337,18.0,,,,,,,,,22.988312855858556
2023,19.0,76.823,MEDIUM,monaco,VER,3337,19.0,,,,,,,,,23.021576266107278
2023,20.0,77.214,MEDIUM,monaco,VER,3337,20.0,,,,,,,,,23.138747377884325
2023,21.0,76.803,MEDIUM,monaco,VER,3337,21.0,,,,,,,,,23.015582858855257
2023,22.0,76.659,MEDIUM,monaco,VER,3337,22.0,,,,,,,,,22.972430326640694
2023,23.0,76.604,MEDIUM,monaco,VER,3337,23.0,,,,,,,,,22.95594845669763
2023,24.0,76.798,MEDIUM,monaco,VER,3337,24.0,,,,,,,,,23.014084507042252
2023,25.0,77.183,MEDIUM,monaco,VER,3337,25.0,,,,,,,,,23.129457596643693
2023,26.0,77.212,MEDIUM,monaco,VER,3337,26.0,,,,,,,,,23.138148037159123
2023,27.0,77.259,MEDIUM,monaco,VER,3337,27.0,,,,,,,,,23.15223254420138
2023,28.0,77.77,MEDIUM,monaco,VER,3337,28.0,,,,,,,,,23.305364099490557
2023,29.0,78.001,MEDIUM,monaco,VER,3337,29.0,,,,,,,,,23.374587953251424
2023,30.0,78.16,MEDIUM,monaco,VER,3337,30.0,,,,,,,,,23.422235540905003
2023,31.0,78.741,MEDIUM,monaco,VER,3337,31.0,,,,,,,,,23.596344021576265
2023,32.0,78.816,MEDIUM,monaco,VER,3337,32.0,,,,,,,,,23.61881929877135
2023,33.0,78.946,MEDIUM,monaco,VER,3337,33.0,,,,,,,,,23.657776445909498
2023,34.0,78.044,MEDIUM,monaco,VER,3337,34.0,,,,,,,,,23.38747377884327
2023,35.0,78.024,MEDIUM,monaco,VER,3337,35.0,,,,,,,,,23.38148037159125
2023,36.0,77.974,MEDIUM,monaco,VER,3337,36.0,,,,,,,,,23.366496853461193
2023,37.0,77.273,MEDIUM,monaco,VER,3337,37.0,,,,,,,,,23.156427929277793
2023,38.0,77.122,MEDIUM,monaco,VER,3337,38.0,,,,,,,,,23.111177704525023
2023,39.0,76.966,MEDIUM,monaco,VER,3337,39.0,,,,,,,,,23.06442912795924
2023,40.0,77.161,MEDIUM,monaco,VER,3337,40.0,,,,,,,,,23.122864848666467
2023,41.0,76.944,MEDIUM,monaco,VER,3337,41.0,,,,,,,,,23.05783637998202
